"phylum","species","accession","nreads","Adenoviridae","Adintoviridae","Alloherpesviridae","Alphaflexiviridae","Amalgaviridae","Arteriviridae","Ascoviridae","Asfarviridae","Astroviridae","Baculoviridae","Betaflexiviridae","Botourmiaviridae","Bromoviridae","Caliciviridae","Caulimoviridae","Chuviridae","Circoviridae","Coronaviridae","Cruciviridae","Cystoviridae","Deltaflexiviridae","Dicistroviridae","Flaviviridae","Geminiviridae","Genomoviridae","Hepadnaviridae","Hepeviridae","Herpesviridae","Hypoviridae","Iflaviridae","Inoviridae","Iridoviridae","Lavidaviridae","Leviviridae","Luteoviridae","Marnaviridae","Marseilleviridae","Microviridae","Mimiviridae","Mitoviridae","Mymonaviridae","Uncertain family","Nairoviridae","Narnaviridae","Nimaviridae","Nudiviridae","Orthomyxoviridae","Papillomaviridae","Paramyxoviridae","Partitiviridae","Parvoviridae","Phenuiviridae","Phycodnaviridae","Picornaviridae","Pithoviridae","Polycipiviridae","Polydnaviridae","Polyomaviridae","Potyviridae","Poxviridae","Pseudoviridae","Reoviridae","Retroviridae","Rhabdoviridae","Secoviridae","Solemoviridae","Togaviridae","Tombusviridae","Totiviridae","Tymoviridae","Virgaviridae","Adomaviridae","Aliusviridae","Alphasatellitidae","Alphatetraviridae","Alvernaviridae","Amnoonviridae","Anelloviridae","Arenaviridae","Artoviridae","Aspiviridae","Bacilladnaviridae","Barnaviridae","Benyviridae","Bidnaviridae","Birnaviridae","Bornaviridae","Carmotetraviridae","Chrysoviridae","Closteroviridae","Cruliviridae","Endornaviridae","Filoviridae","Fimoviridae","Fusariviridae","Gammaflexiviridae","Hantaviridae","Hytrosaviridae","Kitaviridae","Kolmioviridae","Leishbuviridae","Lispiviridae","Malacoherpesviridae","Matonaviridae","Mayoviridae","Medioniviridae","Megabirnaviridae","Mesoniviridae","Metaviridae","Nanoviridae","Nodaviridae","Nyamiviridae","Ovaliviridae","Peribunyaviridae","Permutotetraviridae","Phasmaviridae","Picobirnaviridae","Pneumoviridae","Podoviridae","Polymycoviridae","Portogloboviridae","Qinviridae","Quadriviridae","Redondoviridae","Roniviridae","Sinhaliviridae","Smacoviridae","Solinviviridae","Tobaniviridae","Tospoviridae","Tristromaviridae","Xinmoviridae"
"CTENOPHORA","Bolinopsis_ashleyi","SRR5892570",465556,34,1,124,3,0,31,4831,19,7,6570,6,3,0,4,2,1,8,1864,6,2,0,6,37163,9,2,9,14438,311,0,1,0,585,0,10,0,11,10335,0,142208,673,0,187177,3,2,11,35,15,127,3,72,3,1,14586,35,3722,0,282,19,102,16915,0,15,3932,6,6,1,1,4,8,0,2,2,0,0,0,1,0,5,3,0,0,0,0,0,0,1,1,0,1,8,0,0,2,0,0,2,0,1,3,2,0,0,0,2,0,0,0,1,0,0,7,1,0,2,0,0,6,4,0,6,0,0,1,1,0,0,0,0,1,0,0,0
"CTENOPHORA","Bolinopsis_infundibulum","SRR786491",139731,1,44,5,0,0,5,28,23,0,1817,1,0,0,0,6,0,2,64,4,0,0,1,445,32,4,2,542,87,0,2,0,399,0,1,0,0,3973,1,43697,27863,0,14582,1,0,6,14,4,23,1,407,19,2,8422,6,6144,0,143,1,14,2771,0,5,19083,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTENOPHORA","Coeloplana_astericola","SRR786490",143844,1,59,11,0,0,1,221,1,27,1471,0,0,0,9,15,0,0,28,0,0,0,0,216,0,3,0,34,467,0,2,0,450,1,0,0,0,2495,0,62827,7888,0,11738,0,0,599,10,3,18,2,369,6,0,13437,9,2550,0,349,16,7,785,0,8,28774,2,1,0,27,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CTENOPHORA","Coeloplana_sp.","SRR3407215",1614350,25,461,337,17,0,29,6047,4,39,31489,33,14,0,515,863,1,190,462,4,0,0,1,15527,10,3,7,18102,3616,0,0,0,6401,2,37,0,0,64495,0,550831,75101,0,234115,229,1,846,464,13,85,1,4709,362,6,116055,55,39663,0,3987,130,422,25029,0,209,290222,11,4,3,190,2,2,2,37,158,0,1,0,0,0,12,2,0,0,0,0,8,54,1,0,0,1,1,0,2,6,0,0,1,0,11,0,3,0,0,0,18,0,0,1,51,4,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,28,1,0,0,1,0,0,0
"CTENOPHORA","Dyrodora_glandiformis","SRR777788",130856,1,4,17,18,0,0,93,12,1,2504,0,4,0,3,2,0,0,2,2,0,0,0,1960,57,0,4,387,124,0,0,0,264,0,0,0,0,4311,0,31720,10949,0,14130,3,0,13,89,3,9,0,207,1,0,14569,2,1131,0,45,2,5,1023,0,100,42558,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"CTENOPHORA","Lampea_sp.","SRR9162937",943837,58,215,98,9,0,16,108,470,1,4849,9,0,0,7,523,0,82,83,0,0,0,60,14494,5,1,12,6536,1507,0,1,0,9687,5,1,0,0,39604,0,332000,33527,0,112858,232,0,107,1317,32,382,3,5088,174,1,92943,53,17823,0,1373,12,1289,10863,0,28,160115,20,2,6,1,0,1,2,1,1,0,0,0,0,0,9,29,0,0,0,0,2,0,0,1,0,0,0,0,38,7,0,0,2,302,12,0,0,0,0,0,222,0,2,0,0,0,0,2,0,0,8,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"CTENOPHORA","Lampetia_pancerina","SRR3407163",831552,41,151,183,15,0,1,137,610,3,15832,1,0,0,0,141,0,21,61,0,0,0,1,12250,0,1,3,9678,1970,1,0,0,6428,0,0,0,0,45342,0,312550,26005,0,116915,86,2,130,1850,9,78,2,5519,101,1,74620,17,15800,0,595,4,254,15442,0,5,86215,1,1,10,0,0,0,0,1,0,0,0,0,0,0,6,67,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,168,25,0,0,0,0,0,841,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
"CTENOPHORA","Mertensiidae_sp.","SRR786492",158486,3,19,12,0,0,5,26,23,0,2294,0,0,0,2,7,0,0,40,0,0,0,2,303,39,0,4,812,69,0,0,0,430,0,2,0,0,4398,0,53810,23375,0,15837,3,0,5,28,3,31,4,213,30,2,10269,8,9107,0,78,1,13,2857,0,8,25304,34,1,1,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTENOPHORA","Mnemiopsis_leidyi","SRR4374742",369703,10,8,531,392,0,1,131,17,0,2777,0,0,0,2,163,0,2,180,0,17,0,1,3674,511,138,3,1244,1971,0,0,0,2400,0,1,0,0,11191,1,171259,7859,0,45204,65,0,205,163,2,260,1,2034,51,3,31977,9,9949,0,2281,74,274,13223,0,364,11817,4,0,2,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,20,0,9,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"CTENOPHORA","Pleurobrachia_sp.","SRR5892573",302180,14,17,61,3,0,12,651,12,4,3269,4,0,2,12,23,0,6,49,1,0,0,1,8262,16,50,16,9862,490,0,2,0,1205,0,27,0,1,9300,0,124449,68,0,37136,59,1,29,16,53,267,10,35,35,4,18431,29,6509,0,206,10,53,8667,0,8,53784,33,8,4,25,3,5,2,1,0,0,0,0,0,0,30,10,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,2,0,3,0,0,1,2,1,0,0,1,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"CTENOPHORA","Pukia_falcata","SRR5892572",440817,25,11,36,5,0,41,535,12,18,7497,21,0,5,7,270,0,5,208,1,0,0,6,14721,31,15,24,10527,658,0,18,0,994,1,34,0,11,13423,0,165423,8586,0,72864,161,1,54,104,33,98,11,136,125,1,25045,12,6484,0,554,19,194,10597,0,15,72517,28,3,1,2,2,6,2,4,1,1,0,0,0,1,123,13,0,0,0,0,0,0,0,0,0,0,4,0,1,9,0,1,0,2,20,0,1,0,0,0,3,0,0,2,2,0,0,0,0,0,5,1,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"CTENOPHORA","Vallicula_multiformis","SRR3407164",856903,1,0,60,39,0,9,1152,195,4,30786,321,22,0,44,299,0,4,175,41,0,0,7,12355,8,1,7,13070,1897,0,3,0,2957,0,1,1,0,31676,1,282408,25496,0,133412,162,0,278,1232,2,157,3,3608,68,8,69939,5,23661,0,2617,59,168,12567,0,12,115493,2,1,64,4,8,1,0,0,1,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,75,0,558,3,0,0,76,1,15,0,0,0,0,0,1,0,0,18,11,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CTENOPHORA","Vampyroctena_delmarvensis","SRR9162936",1859912,99,42,101,8,0,19,295,133,4,12178,8,1,0,51,1331,0,60,132,7,0,0,12,37170,10,2,10,12117,1519,1,1,0,8676,13,5,0,0,57908,0,620894,88226,0,188303,51,1,364,552,40,562,18,10573,67,57,165300,319,51206,0,1449,22,533,29666,6,59,369144,7,16,7,6,2,76,6,5,0,0,8,0,0,0,20,14,1,0,0,0,0,1,0,0,0,1,61,0,1,1,0,0,3,707,2,0,3,0,0,1,1,0,0,0,1,15,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"CYCLIOPHORA","Symbion_americanus","SRR15713750",291413,155,0,239,4,0,15,219,63,3,3130,15,1,0,10,203,1,14,50,0,3,1,69,4840,15,17,9,327,1442,0,4,0,2116,9,20,0,4,8981,1,82740,4712,0,48359,57,3,108,227,3,151,4,3029,13,0,18307,9,5680,0,723,2,24,8052,0,106,59562,117,2,1,1,2,9,0,4,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,14,0,5,2,0,0,1,0,4,0,0,0,0,3,0,0,2,0,12,1,0,1,0,0,1,0,0,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"CYCLIOPHORA","Symbion_pandora","SRR3102772",156782,9,0,544,60,0,86,109,47,8,2107,11,0,0,15,585,1,22,34,28,0,1,5,4895,4,4,122,2926,371,0,1,0,1007,2,1,0,5,7699,0,58869,4128,0,24583,63,0,67,112,33,37,3,683,16,0,10916,8,3013,0,251,2,78,4319,0,388,5794,7,1,3,3,0,1,1,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,0,0,0,0,3,0,46,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,116,1,0,7,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYCLIOPHORA","Symbion_sp.","SRR8670231",858671,27,0,380,1020,0,40,15,37,8,5573,20,2,2,9,231,0,2,27,3,0,1,63,12306,5,12,18,297,8497,6,1,0,1730,1,8,1,0,39678,0,153275,76200,1,135095,7,1,16,22,10,99,7,2871,91,4,48253,15,2474,0,150,8,13,96525,0,15,80401,6,6,24,3,4,10,6,2,2,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,2,2,0,73,1,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,1,2,1,0,1,1,0,0
"DICYEMIDA","Dicyema_japonicum","SRR8061632",673442,323,0,1297,0,0,3,5944,2,1,9786,3,0,0,148,10,1,16,332,0,2,0,157,44404,2,0,42,1612,3275,0,0,0,4050,1,1,0,69,27673,0,268788,185,0,58200,0,2,829,2385,14,13,1,2856,7,1,22817,608,12732,0,26439,29,52,9825,0,102,74564,7,0,1,0,1,0,0,113,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,119,0,1,1,0,0,16,0,8,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0
"DICYEMIDA","Dicyemida_sp.","SRR9670663",468588,22,0,6,45,0,27,4256,2,3,29034,2,1,0,6,0,1,1,41,1,0,0,0,5653,1775,4,41,68,230,1,2,0,93,0,11,0,0,1122,0,241204,26,1,17454,2,1,3,12,10,42,5,7,17,10,54305,18,110,0,4971,10,38,864,0,28,11770,3,3,12,8,0,1,8,1,3,0,0,0,0,0,14,2,1,0,0,0,0,0,0,0,0,0,1,0,4,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECHINODERMATA","Apostichopus_japonicus","SRR15714765",73490,20,0,4,0,0,0,20,0,0,144,0,0,0,0,0,0,0,0,0,0,0,1,5246,1,0,0,1271,80,0,0,0,158,0,0,0,0,361,0,6577,5368,0,15482,10,0,0,149,0,1,123,500,0,0,2043,1,68,0,15,0,9,541,0,15,24462,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECHINODERMATA","Cladolabes_schmeltzii","SRR6023958",13801,31,0,0,0,0,0,27,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,255,15,0,0,0,23,0,0,0,0,105,0,1745,8,0,1833,3,0,0,9,0,0,0,15,0,0,272,0,39,0,180,0,0,184,0,0,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECHINODERMATA","Holothuria_leucospilota","SRR15275182",77157,48,0,1,0,0,0,69,0,0,107,0,0,0,0,3,0,0,0,0,0,0,0,7617,1,0,0,3424,19,0,0,0,92,0,0,0,0,311,0,5287,6972,0,18658,39,0,0,143,0,1,0,236,0,5,1963,0,29,0,14,0,18,674,0,2,18921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECHINODERMATA","Loxechinus_albus","SRR7348691",54661,6,0,0,0,0,0,28,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,7169,0,0,0,835,26,0,0,0,14,0,0,0,0,427,0,2740,638,0,10245,35,0,0,7,0,1,0,101,0,0,1093,0,16,0,2,0,0,477,0,0,26174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECHINODERMATA","Paracentrotus_lividus","SRR10957072",111653,1,0,1,0,0,0,48,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,6398,0,0,0,1016,60,0,0,0,57,0,0,0,0,516,0,8549,2819,0,33676,2,0,0,29,0,0,0,312,0,0,3343,5,45,0,875,0,0,1415,0,0,39007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENTOPROCTA","Barentsia_gracilis","SRR1611554",56446,8,385,6,0,0,7,39,10,6,580,0,0,0,0,7,0,3,47,93,0,0,8,3637,0,0,4,2542,67,0,0,0,134,3,34,0,105,1738,0,13229,2416,0,13025,4,0,4,49,1,15,0,20,2,1,3390,7,432,0,71,0,12,1209,0,10,3980,1,0,1,0,153,1,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENTOPROCTA","Loxomitra_sp.","SRR9589082",523251,14,0,1,9,0,3,41,7,3,379,0,0,0,2,0,0,1,2,1,0,0,0,15445,0,0,1,5441,26,0,0,0,45,0,0,0,0,4371,0,86662,20476,0,136658,730,0,7,10,4,23,0,6,1,2,81580,0,7724,0,0,0,1,10827,0,0,107100,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENTOPROCTA","Loxosoma_pectinaricola","SRR1611559",176859,38,8,5,0,0,11,163,99,1,839,1,0,0,9,2,0,1,32,5,5,0,6,7210,3,1,3,1588,55,0,1,3,348,5,1,1,6,2607,0,76786,8243,0,33003,2,2,15,57,2,10,1,241,8,0,23428,2,960,0,43,0,101,3592,0,3,7018,0,0,1,0,5,5,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"GASTROTRICHA","Mesodasys_laticaudatus","SRR1797883",57783,15,10,257,20,0,30,161,83,0,428,37,0,0,8,602,0,0,29,0,0,0,118,914,10,1,25,979,382,1,0,0,515,0,2,0,1,1315,0,10851,1016,0,9502,72,0,35,131,5,81,2,215,16,9,2323,131,937,0,668,0,63,1288,0,14,8685,9,2,2,61,9,21,1,11,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,1,11,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GNATHOSTOMULIDA","Austrognathia_sp.","SRR1976176",24873,2,10,9,1826,0,2,18,13,2,113,10,0,0,0,13,0,2,12,0,0,0,0,427,21,1,1,43,29,0,0,0,87,17,0,0,0,5369,0,4472,741,0,3471,21,0,0,14,6,0,0,78,10,0,1188,17,303,0,136,1,12,494,0,0,3263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEMICHORDATA","Balanoglossus_sp.","SRR1695460",186193,14,0,36,1,0,9,164,282,0,2992,6,0,0,2,21,0,0,35,0,0,0,0,4695,5,1,2,248,191,0,0,0,892,18,0,0,0,3923,0,33871,2283,0,30010,13,0,27,191,9,35,0,1628,11,5,4492,8,3149,0,602,1,55,1514,0,12,78845,0,5,0,0,0,62,0,1,0,0,0,0,0,0,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"HEMICHORDATA","Enteropneusta_sp.","SRR1695469",22984,3,80,4,0,0,10,43,10,0,238,5,0,1,3,3,0,2,21,0,0,0,5,1256,0,4,1,204,77,0,0,0,130,0,0,0,0,720,0,5524,287,0,5608,11,0,6,42,4,18,0,134,25,0,556,58,415,0,1067,4,13,360,0,1,2092,0,2,0,1,0,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"HEMICHORDATA","Saccoglossus_mereschkowskii","SRR1695461",110239,77,7,41,1,0,1,543,23,0,966,26,0,0,18,18,1,0,69,0,0,0,1,1609,1,0,12,142,185,1,6,0,533,0,0,0,3,3014,0,20788,1603,0,16614,42,0,15,223,3,92,0,405,5,3,4417,8,1463,0,255,135,215,2495,0,15,33257,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,10,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,22,0,0,0,5,0,0,0
"KINORHYNCHA","Echinoderes_dujardinii","SRR8627696",252060,12,0,6,98,0,3,4,7,0,124,0,0,0,2,0,0,1,17,2,0,0,0,311,1,0,1,3,76,0,0,0,7,0,0,0,0,2007,0,101512,25622,0,15924,1,0,34,0,0,559,0,117,6,0,37425,3,23876,0,1,1,1,10665,0,1,9393,0,0,1,1,0,2,0,16,47,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LORICIFERA","Armorloricus_elegans","SRR2131253",74420,30,0,6,13,0,0,19,258,3,466,2,14,0,1,2,0,2,11,2,149,0,1,1074,18,2,9,210,123,0,0,0,332,0,142,0,1,5046,0,28662,2636,0,20882,9,0,0,277,10,3,0,6,2,0,3827,11,2931,0,259,0,519,506,0,2,1345,0,0,0,40,6,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,19,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOLLUSCA","Ambigolimax_nyctelius","SRR5239618",43329,104,4,15,1,0,10,3,18,0,52,8,0,3,13,2,1,114,254,21,1,0,3,1857,26,0,23,2033,459,0,0,0,1259,0,0,0,0,573,0,7666,1050,0,13090,4,0,21,18,10,45,1,20,1,0,3611,432,668,0,45,2,115,599,0,2,2355,20,1,0,5,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOLLUSCA","Callochiton_sp.","SRR11674125",76624,0,0,323,46,0,0,76,6,1,447,2,0,0,2,33,2,1,109,1,0,0,3,6123,7,11,2,6253,118,0,2,0,119,1,1,0,1,927,0,10882,1908,0,24121,7,0,5,139,91,183,5,192,2,2,1370,5,358,0,174,0,4,4824,0,3,1426,1,1,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOLLUSCA","Clithon_parvulum","SRR8318357",32207,9,1,15,344,0,30,18,31,0,190,8,31,0,0,28,0,2,44,4,0,0,0,678,12,239,10,106,208,0,0,0,35,1,13,0,0,677,0,3124,282,0,2753,10,2,3,29,2,10,6,183,13,10,688,28,118,0,60,1,1,318,0,4,19887,1,1,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,8,4,2,0,0,5,1,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"MOLLUSCA","Cochlicella_acuta","SRR5239621",225310,27,1,121,1,0,221,73,42,0,1070,15,0,1,14,35,0,1,117,0,0,0,0,5803,28,26,24,3796,1037,0,4,0,280,7,0,0,0,4733,0,46825,4788,4,48917,9,0,35,74,9,260,2,461,4,2,28893,977,4892,0,127,8,13,6216,0,34,4703,1,53,1151,1,1,0,2,3,1,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0,4,0,3,2,2,0,0,0,0,0,1,0,0,4,0,0,2,0,13,0,1,1,6,0,0,0,0,0,0,0,2,1,0,0,0,0,3
"MOLLUSCA","Entalina_tetragona","SRR2057018",6810,0,0,5,2,0,1,31,5,0,78,0,0,0,1,3,0,0,6,0,0,0,1,108,0,0,1,87,18,0,0,0,32,0,0,0,0,205,0,2356,194,0,1466,2,0,3,4,2,4,0,31,0,0,631,21,155,0,46,1,1,198,0,1,483,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOLLUSCA","Epimenia_babai","SRR6926338",16906,5,0,35,1,0,0,16,2,0,67,0,0,0,1,1,0,3,11,0,0,0,0,336,1,0,5,438,27,0,0,0,90,1,1,0,1,801,0,5152,602,0,2657,8,3,5,35,0,5,2,11,1,0,661,6,247,0,56,2,1,416,0,1,2769,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"MOLLUSCA","Hanleya_hanleyi","SRR11674123",174545,39,22,19,19,0,10,70,46,2,958,32,0,2,6,88,0,2,41,7,0,0,5,11171,4,3,5,7784,570,1,0,0,758,5,1,0,0,2215,0,30702,4404,0,46137,1,0,45,25,1,62,0,378,7,1,7548,55,2145,0,51,2,5,4407,0,3,21333,1,4,21,0,1,1,0,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,94,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"MOLLUSCA","Hypomenia_sanjuanensis","SRR6926334",10714,5,17,186,0,0,1,3,3,0,38,0,0,0,0,20,0,1,14,0,0,0,3,554,1,0,1,87,6,0,0,0,21,1,1,0,0,254,0,3289,109,0,1869,1,0,1,17,1,12,0,9,0,0,544,0,86,0,14,0,0,64,0,2,1035,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOLLUSCA","Kruppomenia_borealis","SRR6926323",7161,2,3,5,1,0,0,25,2,0,34,0,0,0,0,7,0,5,49,1,0,0,5,323,0,0,28,94,17,0,0,0,20,0,1,0,1,95,5,2612,98,0,1292,1,0,3,6,1,2,2,14,2,0,229,2,94,0,25,0,2,114,0,2,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
